博客园Logo
首页
新闻
博问
专区
闪存
班级
代码改变世界
搜索
注册
登录
ImProgrammer
新随笔
管理
随笔 - 1333  文章 - 0  评论 - 0  阅读 - 308万
JLINKARM.DLL < JLINKARM.PAS/H >
复制代码
unit jlinkarm;

interface

uses
  SysUtils, Windows;

(* 
RegIndex    RegName
163 JLINKARM_Open                       
164 JLINKARM_OpenEx                     
165 JLINKARM_PCODE_Assemble             
166 JLINKARM_PCODE_Exec                 
167 JLINKARM_PCODE_GetCaps              
168 JLINKARM_PCODE_GetDebugAPI          
169 JLINKARM_PCODE_GetS32Version        
170 JLINKARM_PERIODIC_ConfReadMem       
171 JLINKARM_PERIODIC_Control           
172 JLINKARM_PERIODIC_Read              
173 JLINKARM_RAWTRACE_Control           
174 JLINKARM_RAWTRACE_Read              
175 JLINKARM_ReadCodeMem                
176 JLINKARM_ReadConfigReg              
177 JLINKARM_ReadControlReg             
178 JLINKARM_ReadDCC                    
179 JLINKARM_ReadDCCFast                
180 JLINKARM_ReadDebugPort              
181 JLINKARM_ReadDebugReg               
182 JLINKARM_ReadEmu                    
183 JLINKARM_ReadEmuConfigMem           
184 JLINKARM_ReadICEReg                 
185 JLINKARM_ReadMem                    
186 JLINKARM_ReadMemEx                  
187 JLINKARM_ReadMemHW                  
188 JLINKARM_ReadMemIndirect            
189 JLINKARM_ReadMemU16                 
190 JLINKARM_ReadMemU32                 
191 JLINKARM_ReadMemU64                 
192 JLINKARM_ReadMemU8                  
193 JLINKARM_ReadReg                    
194 JLINKARM_ReadRegs                   
195 JLINKARM_ReadTerminal               
196 JLINKARM_Reset                      
197 JLINKARM_ResetNoHalt                
198 JLINKARM_ResetPullsRESET            
199 JLINKARM_ResetPullsTRST             
200 JLINKARM_ResetTRST                  
201 JLINKARM_SWD_DisableSWCLK           
202 JLINKARM_SWD_EnableSWCLK            
203 JLINKARM_SWD_SetDirIn               
204 JLINKARM_SWD_SetDirOut              
205 JLINKARM_SWO_Control                
206 JLINKARM_SWO_DisableTarget          
207 JLINKARM_SWO_EnableTarget           
208 JLINKARM_SWO_GetCompatibleSpeeds    
209 JLINKARM_SWO_Read                   
210 JLINKARM_SWO_ReadStimulus           
211 JLINKARM_SelDevice                  
212 JLINKARM_SelectDeviceFamily         
213 JLINKARM_SelectIP                   
214 JLINKARM_SelectTraceSource          
215 JLINKARM_SelectUSB                  
216 JLINKARM_SetBP                      
217 JLINKARM_SetBPEx                    
218 JLINKARM_SetCoreIndex               
219 JLINKARM_SetDataEvent               
220 JLINKARM_SetDebugUnitBlockMask      
221 JLINKARM_SetEndian                  
222 JLINKARM_SetErrorOutHandler         
223 JLINKARM_SetFlashArea               
224 JLINKARM_SetInitRegsOnReset         
225 JLINKARM_SetLogFile                 
226 JLINKARM_SetMaxSpeed                
227 JLINKARM_SetRESET                   
228 JLINKARM_SetResetDelay              
229 JLINKARM_SetResetPara               
230 JLINKARM_SetResetType               
231 JLINKARM_SetSpeed                   
232 JLINKARM_SetTCK                     
233 JLINKARM_SetTDI                     
234 JLINKARM_SetTMS                     
235 JLINKARM_SetTRST                    
236 JLINKARM_SetWP                      
237 JLINKARM_SetWaitFunction            
238 JLINKARM_SetWarnOutHandler          
239 JLINKARM_SimulateInstruction        
240 JLINKARM_Step                       
241 JLINKARM_StepComposite              
242 JLINKARM_StoreBits                  
243 JLINKARM_StoreCmd                   
244 JLINKARM_StoreData                  
245 JLINKARM_TIF_GetAvailable           
246 JLINKARM_TIF_Select                 
247 JLINKARM_TRACE_AddInst              
248 JLINKARM_TRACE_AddItems             
249 JLINKARM_TRACE_Control              
250 JLINKARM_TRACE_Read                 
251 JLINKARM_Test                       
252 JLINKARM_Unlock                     
253 JLINKARM_UpdateFirmware             
254 JLINKARM_UpdateFirmwareIfNewer      
255 JLINKARM_UpdateReplaceFirmware      
256 JLINKARM_WA_AddRange                
257 JLINKARM_WA_Restore                 
258 JLINKARM_WaitDCCRead                
259 JLINKARM_WaitForHalt                
260 JLINKARM_WriteBits                  
261 JLINKARM_WriteConfigReg             
262 JLINKARM_WriteControlReg            
263 JLINKARM_WriteDCC                   
264 JLINKARM_WriteDCCFast               
265 JLINKARM_WriteDebugPort             
266 JLINKARM_WriteDebugReg              
267 JLINKARM_WriteEmu                   
268 JLINKARM_WriteEmuConfigMem          
269 JLINKARM_WriteICEReg                
270 JLINKARM_WriteMem                   
271 JLINKARM_WriteMemDelayed            
272 JLINKARM_WriteMemEx                 
273 JLINKARM_WriteMemHW                 
274 JLINKARM_WriteMemMultiple           
275 JLINKARM_WriteReg                   
276 JLINKARM_WriteRegs                  
277 JLINKARM_WriteU16                   
278 JLINKARM_WriteU32                   
279 JLINKARM_WriteU64                   
280 JLINKARM_WriteU8                    
281 JLINKARM_WriteVectorCatch           
282 JLINKARM_WriteVerifyMem             
283 JLINK_AddMirrorArea                 
284 JLINK_AddMirrorArea(x)              
285 JLINK_AddMirrorAreaEx               
286 JLINK_AddMirrorAreaEx(x,x)          
287 JLINK_BeginDownload                 
288 JLINK_BeginDownload(x)              
289 JLINK_CORESIGHT_ReadAPDPReg         
290 JLINK_CORESIGHT_WriteAPDPReg        
291 JLINK_CORE_GetFound                 
292 JLINK_CORE_GetFound()               
293 JLINK_CORE_Select                   
294 JLINK_CORE_Select(x)                
295 JLINK_CP15_IsPresent                
296 JLINK_CP15_IsPresent()              
297 JLINK_CP15_ReadEx                   
298 JLINK_CP15_ReadEx(x,x,x,x,x)        
299 JLINK_CP15_ReadReg                  
300 JLINK_CP15_WriteEx                  
301 JLINK_CP15_WriteEx(x,x,x,x,x)       
302 JLINK_CP15_WriteReg                 
303 JLINK_CP15_WriteReg(x,x)            
304 JLINK_Clock                         
305 JLINK_Close                         
306 JLINK_ClrBP                         
307 JLINK_ClrBPEx                       
308 JLINK_ClrDataEvent                  
309 JLINK_ClrDataEvent(x)               
310 JLINK_ClrError                      
311 JLINK_ClrExecTime                   
312 JLINK_ClrExecTime()                 
313 JLINK_ClrRESET                      
314 JLINK_ClrTCK                        
315 JLINK_ClrTCK()                      
316 JLINK_ClrTDI                        
317 JLINK_ClrTMS                        
318 JLINK_ClrTRST                       
319 JLINK_ClrWP                         
320 JLINK_Communicate                   
321 JLINK_Communicate(x,x,x,x)          
322 JLINK_ConfigJTAG                    
323 JLINK_Configure                     
324 JLINK_Connect                       
325 JLINK_DEVICE_GetInfo                
326 JLINK_DEVICE_GetInfo(x,x)           
327 JLINK_DIALOG_Configure              
328 JLINK_DIALOG_ConfigureEx            
329 JLINK_DIALOG_ConfigureEx(x,x,x,x,x) 
330 JLINK_DownloadECode                 
331 JLINK_DownloadECode(x,x)            
332 JLINK_DownloadFile                  
333 JLINK_EMU_COM_IsSupported           
334 JLINK_EMU_COM_Read                  
335 JLINK_EMU_COM_Write                 
336 JLINK_EMU_FILE_Delete               
337 JLINK_EMU_FILE_GetList              
338 JLINK_EMU_FILE_GetSize              
339 JLINK_EMU_FILE_Read                 
340 JLINK_EMU_FILE_Write                
341 JLINK_EMU_GPIO_GetProps             
342 JLINK_EMU_GPIO_GetState             
343 JLINK_EMU_GPIO_SetState             
344 JLINK_EMU_GetCounters               
345 JLINK_EMU_GetDeviceInfo             
346 JLINK_EMU_GetList                   
347 JLINK_EMU_GetList(x,x,x)            
348 JLINK_EMU_GetMaxMemBlock            
349 JLINK_EMU_GetNumConnections         
350 JLINK_EMU_GetNumConnections()       
351 JLINK_EMU_GetNumDevices             
352 JLINK_EMU_GetProductId              
353 JLINK_EMU_GetProductId()            
354 JLINK_EMU_GetProductName            
355 JLINK_EMU_HasCPUCap                 
356 JLINK_EMU_HasCapEx                  
357 JLINK_EMU_IsConnected               
358 JLINK_EMU_SelectByIndex             
359 JLINK_EMU_SelectByUSBSN             
360 JLINK_EMU_SelectIP                  
361 JLINK_EMU_SelectIPBySN              
362 JLINK_EMU_SelectIPBySN(x)           
363 JLINK_EMU_TestNRSpeed               
364 JLINK_EMU_TestNWSpeed               
365 JLINK_ETB_IsPresent                 
366 JLINK_ETB_IsPresent()               
367 JLINK_ETB_ReadReg                   
368 JLINK_ETB_ReadReg(x)                
369 JLINK_ETB_WriteReg                  
370 JLINK_ETB_WriteReg(x,x,x)           
371 JLINK_ETM_IsPresent                 
372 JLINK_ETM_ReadReg                   
373 JLINK_ETM_StartTrace                
374 JLINK_ETM_WriteReg                  
375 JLINK_EnableCheckModeAfterWrite     
376 JLINK_EnableFlashCache              
377 JLINK_EnableLog                     
378 JLINK_EnableLogCom                  
379 JLINK_EnablePerformanceCnt          
380 JLINK_EnablePerformanceCnt(x,x)     
381 JLINK_EnableSoftBPs                 
382 JLINK_EndDownload                   
383 JLINK_EndDownload()                 
384 JLINK_EraseChip                     
385 JLINK_ExecCommand                   
386 JLINK_ExecECode                     
387 JLINK_ExecECode()                   
388 JLINK_FindBP                        
389 JLINK_GetAvailableLicense           
390 JLINK_GetBPInfoEx                   
391 JLINK_GetCompileDateTime            
392 JLINK_GetConfigData                 
393 JLINK_GetDLLVersion                 
394 JLINK_GetDebugInfo                  
395 JLINK_GetDebugInfo(x,x)             
396 JLINK_GetDeviceFamily               
397 JLINK_GetDeviceFamily()             
398 JLINK_GetEmbeddedFWString           
399 JLINK_GetEmbeddedFWString(x,x,x)    
400 JLINK_GetEmbeddedFWVersion          
401 JLINK_GetEmbeddedFWVersion()        
402 JLINK_GetEmuCaps                    
403 JLINK_GetEmuCapsEx                  
404 JLINK_GetEmuCapsEx(x,x)             
405 JLINK_GetExecTime                   
406 JLINK_GetExecTime(x,x)              
407 JLINK_GetFeatureString              
408 JLINK_GetFirmwareString             
409 JLINK_GetHWInfo                     
410 JLINK_GetHWInfo(x,x)                
411 JLINK_GetHWStatus                   
412 JLINK_GetHardwareVersion            
413 JLINK_GetIRLen                      
414 JLINK_GetId                         
415 JLINK_GetIdData                     
416 JLINK_GetMOEs                       
417 JLINK_GetMOEs(x,x)                  
418 JLINK_GetNumBPUnits                 
419 JLINK_GetNumBPs                     
420 JLINK_GetNumWPUnits                 
421 JLINK_GetNumWPUnits()               
422 JLINK_GetNumWPs                     
423 JLINK_GetOEMString                  
424 JLINK_GetPCode                      
425 JLINK_GetPerformanceCnt             
426 JLINK_GetPerformanceCnt(x)          
427 JLINK_GetRegisterList               
428 JLINK_GetRegisterName               
429 JLINK_GetResetTypeDesc              
430 JLINK_GetResetTypeDesc(x,x,x)       
431 JLINK_GetSN                         
432 JLINK_GetScanLen                    
433 JLINK_GetSelDevice                  
434 JLINK_GetSpeed                      
435 JLINK_GetSpeedInfo                  
436 JLINK_GetSpeedInfo(x)               
437 JLINK_GetU32                        
438 JLINK_GetWPInfoEx                   
439 JLINK_GetWPInfoEx(x,x)              
440 JLINK_GetpSharedMem                 
441 JLINK_GetpSharedMem()               
442 JLINK_Go                            
443 JLINK_GoAllowSim                    
444 JLINK_GoEx                          
445 JLINK_GoHalt                        
446 JLINK_GoHalt(x)                     
447 JLINK_GoIntDis                      
448 JLINK_HSS_Read                      
449 JLINK_HSS_Start                     
450 JLINK_HSS_Stop                      
451 JLINK_Halt                          
452 JLINK_HasError                      
453 JLINK_INDICATORS_SetState           
454 JLINK_INDICATORS_SetState(x,x)      
455 JLINK_IsConnected                   
456 JLINK_IsHalted                      
457 JLINK_IsOpen                        
458 JLINK_JTAG_ConfigDevices            
459 JLINK_JTAG_ConfigDevices(x,x)       
460 JLINK_JTAG_DisableIF                
461 JLINK_JTAG_DisableIF()              
462 JLINK_JTAG_EnableIF                 
463 JLINK_JTAG_EnableIF()               
464 JLINK_JTAG_GetData                  
465 JLINK_JTAG_GetData(x,x,x)           
466 JLINK_JTAG_GetDeviceId              
467 JLINK_JTAG_GetDeviceInfo            
468 JLINK_JTAG_GetDeviceInfo(x,x)       
469 JLINK_JTAG_GetU16                   
470 JLINK_JTAG_GetU16(x)                
471 JLINK_JTAG_GetU32                   
472 JLINK_JTAG_GetU32(x)                
473 JLINK_JTAG_GetU8                    
474 JLINK_JTAG_GetU8(x)                 
475 JLINK_JTAG_StoreData                
476 JLINK_JTAG_StoreGetData             
477 JLINK_JTAG_StoreGetData(x,x,x)      
478 JLINK_JTAG_StoreGetRaw              
479 JLINK_JTAG_StoreInst                
480 JLINK_JTAG_StoreInst(x,x)           
481 JLINK_JTAG_StoreRaw                 
482 JLINK_JTAG_StoreRaw(x,x,x)          
483 JLINK_JTAG_SyncBits                 
484 JLINK_JTAG_SyncBytes                
485 JLINK_JTAG_WriteData                
486 JLINK_JTAG_WriteData(x,x,x)         
487 JLINK_Lock                          
488 JLINK_Lock()                        
489 JLINK_MeasureCPUSpeed               
490 JLINK_MeasureCPUSpeedEx             
491 JLINK_MeasureCPUSpeedEx(x,x,x)      
492 JLINK_MeasureRTCKReactTime          
493 JLINK_MeasureRTCKReactTime(x)       
494 JLINK_MeasureSCLen                  
495 JLINK_NET_Close                     
496 JLINK_NET_Close()                   
497 JLINK_NET_Open                      
498 JLINK_NET_Open()                    
499 JLINK_Open                          
500 JLINK_OpenEx                        
501 JLINK_PCODE_Exec                    
502 JLINK_PCODE_Exec(x,x,x)             
503 JLINK_PCODE_GetCaps                 
504 JLINK_PCODE_GetCaps(x)              
505 JLINK_PCODE_GetS32Version           
506 JLINK_PCODE_GetS32Version(x)        
507 JLINK_POWERTRACE_Control            
508 JLINK_POWERTRACE_Control(x,x,x)     
509 JLINK_POWERTRACE_Read               
510 JLINK_POWERTRACE_Read(x,x)          
511 JLINK_PrintConfig                   
512 JLINK_PrintConfig(x,x,x,x)          
513 JLINK_RAWTRACE_Control              
514 JLINK_RAWTRACE_Control(x,x)         
515 JLINK_RAWTRACE_Read                 
516 JLINK_RAWTRACE_Read(x,x)            
517 JLINK_RTTERMINAL_Control            
518 JLINK_RTTERMINAL_Read               
519 JLINK_RTTERMINAL_Write              
520 JLINK_ReadCodeMem                   
521 JLINK_ReadConfigReg                 
522 JLINK_ReadControlReg                
523 JLINK_ReadDCC                       
524 JLINK_ReadDCCFast                   
525 JLINK_ReadDebugPort                 
526 JLINK_ReadDebugPort(x,x)            
527 JLINK_ReadDebugReg                  
528 JLINK_ReadEmu                       
529 JLINK_ReadEmu(x,x)                  
530 JLINK_ReadEmuConfigMem              
531 JLINK_ReadICEReg                    
532 JLINK_ReadMem                       
533 JLINK_ReadMemEx                     
534 JLINK_ReadMemHW                     
535 JLINK_ReadMemIndirect               
536 JLINK_ReadMemU16                    
537 JLINK_ReadMemU32                    
538 JLINK_ReadMemU64                    
539 JLINK_ReadMemU64(x,x,x,x)           
540 JLINK_ReadMemU8                     
541 JLINK_ReadReg                       
542 JLINK_ReadRegs                      
543 JLINK_ReadRegs(x,x,x,x)             
544 JLINK_ReadTerminal                  
545 JLINK_ReadTerminal(x,x)             
546 JLINK_Reset                         
547 JLINK_ResetNoHalt                   
548 JLINK_ResetPullsRESET               
549 JLINK_ResetPullsTRST                
550 JLINK_ResetTRST                     
551 JLINK_STRACE_Config                 
552 JLINK_STRACE_Read                   
553 JLINK_STRACE_Start                  
554 JLINK_STRACE_Stop                   
555 JLINK_SWD_DisableSWCLK              
556 JLINK_SWD_DisableSWCLK()            
557 JLINK_SWD_EnableSWCLK               
558 JLINK_SWD_EnableSWCLK()             
559 JLINK_SWD_GetData                   
560 JLINK_SWD_GetData(x,x,x)            
561 JLINK_SWD_GetU16                    
562 JLINK_SWD_GetU16(x)                 
563 JLINK_SWD_GetU32                    
564 JLINK_SWD_GetU32(x)                 
565 JLINK_SWD_GetU8                     
566 JLINK_SWD_GetU8(x)                  
567 JLINK_SWD_SetDirIn                  
568 JLINK_SWD_SetDirIn()                
569 JLINK_SWD_SetDirOut                 
570 JLINK_SWD_SetDirOut()               
571 JLINK_SWD_StoreGetRaw               
572 JLINK_SWD_StoreGetRaw(x,x,x,x)      
573 JLINK_SWD_StoreRaw                  
574 JLINK_SWD_StoreRaw(x,x,x)           
575 JLINK_SWD_SyncBits                  
576 JLINK_SWD_SyncBits()                
577 JLINK_SWD_SyncBytes                 
578 JLINK_SWD_SyncBytes()               
579 JLINK_SWO_Control                   
580 JLINK_SWO_Control(x,x)              
581 JLINK_SWO_Read                      
582 JLINK_SWO_Read(x,x,x)               
583 JLINK_SelDevice                     
584 JLINK_SelectDeviceFamily            
585 JLINK_SelectDeviceFamily(x)         
586 JLINK_SelectIP                      
587 JLINK_SelectTraceSource             
588 JLINK_SelectTraceSource(x)          
589 JLINK_SelectUSB                     
590 JLINK_SetBP                         
591 JLINK_SetBPEx                       
592 JLINK_SetDataEvent                  
593 JLINK_SetDataEvent(x,x)             
594 JLINK_SetDebugUnitBlockMask         
595 JLINK_SetDebugUnitBlockMask(x,x)    
596 JLINK_SetEndian                     
597 JLINK_SetErrorOutHandler            
598 JLINK_SetFlashArea                  
599 JLINK_SetInitRegsOnReset            
600 JLINK_SetLogFile                    
601 JLINK_SetMaxSpeed                   
602 JLINK_SetRESET                      
603 JLINK_SetResetDelay                 
604 JLINK_SetResetPara                  
605 JLINK_SetResetType                  
606 JLINK_SetSpeed                      
607 JLINK_SetTCK                        
608 JLINK_SetTDI                        
609 JLINK_SetTMS                        
610 JLINK_SetTRST                       
611 JLINK_SetWP                         
612 JLINK_SetWaitFunction               
613 JLINK_SetWaitFunction(x,x)          
614 JLINK_SetWarnOutHandler             
615 JLINK_SimulateInstruction           
616 JLINK_Step                          
617 JLINK_StepComposite                 
618 JLINK_StoreBits                     
619 JLINK_StoreCmd                      
620 JLINK_StoreCmd(x)                   
621 JLINK_TIF_GetAvailable              
622 JLINK_TIF_GetAvailable(x)           
623 JLINK_TIF_Select                    
624 JLINK_TIF_Select(x)                 
625 JLINK_TRACE_AddInst                 
626 JLINK_TRACE_AddInst(x,x)            
627 JLINK_TRACE_AddItems                
628 JLINK_TRACE_AddItems(x,x)           
629 JLINK_TRACE_Control                 
630 JLINK_TRACE_Control(x,x)            
631 JLINK_TRACE_Read                    
632 JLINK_TRACE_Read(x,x,x)             
633 JLINK_Test                          
634 JLINK_Unlock                        
635 JLINK_Unlock()                      
636 JLINK_UpdateFirmware                
637 JLINK_UpdateFirmwareIfNewer         
638 JLINK_UpdateReplaceFirmware         
639 JLINK_UpdateReplaceFirmware(x,x)    
640 JLINK_WA_AddRange                   
641 JLINK_WA_AddRange(x,x)              
642 JLINK_WA_Restore                    
643 JLINK_WA_Restore()                  
644 JLINK_WaitDCCRead                   
645 JLINK_WaitForHalt                   
646 JLINK_WaitForHalt(x)                
647 JLINK_WriteBits                     
648 JLINK_WriteBits()                   
649 JLINK_WriteConfigReg                
650 JLINK_WriteControlReg               
651 JLINK_WriteDCC                      
652 JLINK_WriteDCCFast                  
653 JLINK_WriteDebugPort                
654 JLINK_WriteDebugPort(x,x)           
655 JLINK_WriteDebugReg                 
656 JLINK_WriteEmu                      
657 JLINK_WriteEmu(x,x)                 
658 JLINK_WriteEmuConfigMem             
659 JLINK_WriteICEReg                   
660 JLINK_WriteMem                      
661 JLINK_WriteMemDelayed               
662 JLINK_WriteMemEx                    
663 JLINK_WriteMemHW                    
664 JLINK_WriteMemHW(x,x,x)             
665 JLINK_WriteReg                      
666 JLINK_WriteRegs                     
667 JLINK_WriteRegs(x,x,x,x)            
668 JLINK_WriteU16                      
669 JLINK_WriteU32                      
670 JLINK_WriteU64                      
671 JLINK_WriteU64(x,x,x)               
672 JLINK_WriteU8                       
673 JLINK_WriteVectorCatch              
674 JLINK_WriteVectorCatch(x)           
675 JLINK_WriteVerifyMem                
